, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r
0,0,0.0,0.03,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0.03,0.03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,0.06,0.03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0,0.09,0.03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0,0.12,0.03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0,0.15,0.03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0,0.18,0.03,0,0.0,0.0,0.0,0.09,0.18,0.0,0.53,0.0,0.17,0.25,0.66,0.42,0.57,0.18,0.21,0.0,0.0
7,0,0.21,0.03,0,0.0,0.0,0.0,0.09,0.18,0.0,0.53,0.0,0.17,0.25,0.66,0.42,0.57,0.18,0.21,0.0,0.0
8,0,0.24,0.03,0,0.0,0.0,0.0,0.09,0.18,0.0,0.53,0.0,0.17,0.25,0.66,0.42,0.57,0.18,0.21,0.0,0.0
9,0,0.27,0.03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0,0.3,0.03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0,0.33,0.03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0,0.36,0.03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0,0.39,0.03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0,0.42,0.03,0,0.0,0.0,0.43,0.0,0.0,0.03,0.02,0.37,0.17,0.0,0.3,1.3,0.74,0.55,0.0,0.53,0.13
15,0,0.45,0.98,1,0.08,0.0,0.82,0.0,0.0,0.03,0.1,0.81,0.34,0.0,0.61,2.56,1.49,1.21,0.0,1.12,0.13
16,0,0.48,0.88,1,0.2,0.0,1.3,0.0,0.0,0.03,0.13,1.3,0.58,0.0,0.92,3.79,2.11,1.88,0.0,1.69,0.17
17,0,0.51,0.88,1,0.31,0.0,1.23,0.0,0.0,0.17,0.21,1.42,0.67,0.02,0.96,3.74,1.96,1.95,0.05,1.57,0.04
18,0,0.54,0.98,1,0.24,0.0,0.96,0.0,0.0,0.39,0.22,1.37,0.88,0.02,1.06,3.92,1.6,1.95,0.28,1.41,0.04
19,0,0.57,0.98,1,0.46,0.0,0.98,0.0,0.2,0.7,0.19,1.41,1.05,0.1,0.89,3.41,0.98,1.62,0.28,1.1,0.0
20,0,0.6,0.88,1,0.39,0.0,0.69,0.0,0.53,0.82,0.16,1.26,1.26,0.11,0.56,2.66,0.63,1.24,0.24,0.69,0.0
21,0,0.63,0.88,1,0.5,0.0,0.78,0.0,0.97,0.79,0.07,1.37,1.45,0.38,0.15,1.74,0.26,0.75,0.0,0.27,0.0
22,0,0.66,0.93,1,0.16,0.0,0.34,0.0,1.13,0.96,0.21,1.05,1.52,0.35,0.0,1.51,0.38,0.62,0.0,0.01,0.0
23,0,0.69,0.88,1,0.11,0.0,0.34,0.0,1.11,1.04,0.28,1.2,1.5,0.63,0.08,1.52,0.13,0.41,0.0,0.01,0.0
24,0,0.72,0.88,1,0.0,0.0,0.14,0.0,0.95,1.27,0.45,1.06,1.39,0.72,0.14,1.49,0.12,0.24,0.0,0.0,0.0
25,0,0.75,0.88,1,0.0,0.0,0.12,0.0,0.89,1.31,0.44,1.14,1.39,0.93,0.28,1.51,0.0,0.05,0.0,0.0,0.0
26,0,0.78,0.88,1,0.0,0.0,0.08,0.0,0.86,1.23,0.41,1.05,1.47,1.0,0.31,1.43,0.0,0.02,0.0,0.05,0.0
27,0,0.81,0.88,1,0.0,0.0,0.2,0.0,0.82,1.31,0.38,1.06,1.62,0.84,0.5,1.38,0.0,0.01,0.0,0.27,0.0
28,0,0.84,0.93,1,0.0,0.0,0.33,0.0,0.77,1.12,0.29,1.14,1.7,0.83,0.64,1.31,0.0,0.0,0.0,0.42,0.0
29,0,0.87,0.93,1,0.0,0.0,0.46,0.0,0.77,1.23,0.21,1.14,1.76,0.75,0.74,1.21,0.0,0.0,0.0,0.55,0.03
30,0,0.9,0.93,1,0.0,0.0,0.42,0.0,0.8,1.15,0.07,1.19,1.72,0.87,0.74,1.01,0.0,0.0,0.0,0.36,0.12
31,0,0.93,0.93,1,0.0,0.0,0.33,0.0,0.8,1.12,0.03,1.29,1.72,0.92,0.74,0.83,0.0,0.0,0.01,0.25,0.16
32,0,0.96,0.88,1,0.0,0.0,0.25,0.0,0.79,0.99,0.05,1.39,1.75,0.96,0.62,0.75,0.0,0.0,0.01,0.07,0.14
33,0,0.99,0.88,1,0.0,0.0,0.23,0.0,0.84,0.82,0.05,1.43,1.85,0.91,0.52,0.75,0.0,0.0,0.01,0.05,0.13
34,0,1.02,0.88,1,0.0,0.0,0.15,0.0,0.95,0.82,0.06,1.48,1.94,1.04,0.44,0.72,0.09,0.0,0.0,0.0,0.13
35,0,1.05,0.88,1,0.0,0.0,0.06,0.0,1.09,0.91,0.01,1.6,2.1,1.15,0.44,0.73,0.18,0.0,0.15,0.0,0.12
36,0,1.08,0.88,1,0.0,0.0,0.02,0.0,1.15,0.94,0.01,1.78,2.23,1.29,0.39,0.73,0.28,0.0,0.27,0.0,0.05
37,0,1.11,0.88,1,0.05,0.0,0.02,0.0,1.26,0.85,0.0,1.9,2.38,1.33,0.29,0.76,0.2,0.0,0.36,0.0,0.01
38,0,1.14,0.93,1,0.16,0.0,0.02,0.0,1.33,0.77,0.0,1.98,2.47,1.4,0.26,0.71,0.1,0.0,0.38,0.0,0.0
39,0,1.17,0.93,1,0.32,0.0,0.0,0.02,1.45,0.77,0.0,2.03,2.66,1.48,0.16,0.68,0.03,0.0,0.5,0.04,0.0
40,0,1.2,0.93,1,0.38,0.0,0.0,0.02,1.42,0.92,0.0,2.11,2.83,1.49,0.07,0.57,0.03,0.0,0.82,0.09,0.0
41,0,1.229,0.93,1,0.35,0.0,0.04,0.02,1.39,0.95,0.0,2.14,2.97,1.41,0.0,0.45,0.03,0.0,1.1,0.15,0.0
42,0,1.2590000000000001,0.93,1,0.29,0.0,0.04,0.14,1.33,0.89,0.0,2.2,3.02,1.36,0.0,0.24,0.0,0.0,1.29,0.17,0.01
43,0,1.2890000000000001,0.93,1,0.3,0.05,0.06,0.2,1.35,0.82,0.0,2.23,3.05,1.28,0.0,0.13,0.03,0.0,1.35,0.12,0.01
44,0,1.319,0.93,1,0.26,0.21,0.05,0.26,1.4,0.82,0.0,2.21,3.04,1.22,0.0,0.08,0.03,0.0,1.4,0.1,0.01
45,0,1.349,0.93,1,0.27,0.34,0.08,0.15,1.43,0.92,0.0,2.16,3.03,1.14,0.0,0.11,0.03,0.0,1.53,0.04,0.0
46,0,1.379,0.93,1,0.26,0.46,0.08,0.13,1.43,0.99,0.0,2.1,3.01,1.13,0.0,0.16,0.0,0.0,1.62,0.03,0.0
