, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r
0,0,0.0,0.98,1,0.17,0.45,0.36,0.0,0.0,0.0,0.0,0.33,0.59,0.0,0.0,0.29,0.0,0.0,0.21,0.0,0.05
1,0,0.07,0.98,1,0.37,0.52,0.17,0.0,0.0,0.0,0.0,0.63,0.47,0.0,0.31,0.6,0.0,0.0,0.07,0.0,0.1
2,0,0.14,0.98,1,0.41,0.54,0.05,0.06,0.0,0.0,0.03,0.71,0.36,0.0,0.49,0.83,0.0,0.03,0.0,0.0,0.17
3,0,0.21,0.98,1,0.3,0.39,0.09,0.06,0.0,0.0,0.03,0.73,0.34,0.0,0.48,0.88,0.0,0.03,0.0,0.02,0.17
4,0,0.28,0.98,1,0.22,0.22,0.2,0.09,0.0,0.0,0.03,0.77,0.4,0.0,0.27,0.72,0.0,0.03,0.04,0.02,0.17
5,0,0.35,0.98,1,0.21,0.05,0.3,0.03,0.0,0.0,0.0,0.88,0.51,0.0,0.13,0.47,0.0,0.0,0.07,0.02,0.15
6,0,0.42,0.98,1,0.21,0.0,0.32,0.03,0.0,0.0,0.0,0.84,0.56,0.0,0.1,0.31,0.0,0.0,0.07,0.03,0.15
7,0,0.49,0.98,1,0.12,0.0,0.27,0.11,0.0,0.0,0.0,0.75,0.59,0.0,0.24,0.3,0.0,0.0,0.03,0.06,0.08
8,0,0.56,0.98,1,0.04,0.0,0.18,0.11,0.0,0.0,0.0,0.73,0.65,0.0,0.25,0.33,0.0,0.0,0.05,0.11,0.0
9,0,0.63,0.98,1,0.0,0.0,0.17,0.11,0.0,0.0,0.0,0.74,0.73,0.0,0.22,0.35,0.0,0.0,0.05,0.07,0.0
10,0,0.7,0.98,1,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.73,0.81,0.0,0.1,0.34,0.0,0.0,0.05,0.05,0.0
11,0,0.77,0.98,1,0.01,0.0,0.23,0.0,0.0,0.0,0.0,0.76,0.84,0.0,0.11,0.25,0.0,0.0,0.07,0.0,0.0
12,0,0.84,0.98,1,0.01,0.0,0.24,0.0,0.0,0.0,0.0,0.79,0.84,0.0,0.16,0.21,0.0,0.0,0.13,0.0,0.0
13,0,0.91,0.98,1,0.01,0.0,0.33,0.0,0.0,0.0,0.0,0.81,0.86,0.04,0.14,0.17,0.0,0.0,0.21,0.04,0.03
14,0,0.98,0.98,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.68,0.89,0.06,0.08,0.2,0.0,0.0,0.17,0.05,0.03
15,0,1.05,0.98,1,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.55,0.93,0.07,0.0,0.21,0.0,0.03,0.11,0.13,0.03
16,0,1.12,0.98,1,0.0,0.0,0.37,0.0,0.0,0.0,0.03,0.48,0.92,0.04,0.0,0.14,0.03,0.06,0.11,0.22,0.0
17,0,1.19,0.98,1,0.0,0.0,0.33,0.0,0.0,0.0,0.04,0.47,0.91,0.04,0.0,0.12,0.04,0.07,0.12,0.33,0.0
18,0,1.26,0.98,1,0.0,0.0,0.25,0.0,0.0,0.0,0.03,0.49,0.91,0.04,0.0,0.06,0.04,0.07,0.17,0.32,0.0
19,0,1.33,0.98,1,0.0,0.0,0.27,0.0,0.0,0.0,0.01,0.45,0.92,0.09,0.0,0.05,0.01,0.05,0.17,0.25,0.0
20,0,1.4,0.98,1,0.0,0.0,0.29,0.0,0.0,0.0,0.01,0.46,0.95,0.18,0.0,0.01,0.01,0.04,0.3,0.25,0.0
21,0,1.47,0.98,1,0.0,0.0,0.25,0.0,0.0,0.0,0.01,0.48,0.99,0.29,0.0,0.0,0.01,0.02,0.43,0.25,0.11
22,0,1.54,0.98,1,0.16,0.01,0.15,0.0,0.0,0.0,0.0,0.52,1.08,0.31,0.0,0.0,0.16,0.0,0.5,0.19,0.3
23,0,1.61,0.93,1,0.28,0.01,0.03,0.05,0.0,0.0,0.0,0.49,1.14,0.34,0.0,0.0,0.24,0.0,0.49,0.11,0.56
24,0,1.68,0.98,1,0.31,0.01,0.05,0.05,0.0,0.0,0.0,0.46,1.11,0.37,0.0,0.0,0.23,0.0,0.52,0.07,0.65
25,0,1.75,0.98,1,0.15,0.0,0.16,0.05,0.0,0.0,0.04,0.44,1.07,0.45,0.0,0.05,0.1,0.02,0.46,0.1,0.47
26,0,1.82,0.98,1,0.04,0.0,0.36,0.07,0.0,0.04,0.11,0.41,1.0,0.46,0.0,0.06,0.04,0.02,0.45,0.16,0.21
27,0,1.89,0.98,1,0.0,0.0,0.61,0.22,0.0,0.13,0.22,0.34,0.93,0.38,0.0,0.02,0.09,0.02,0.42,0.21,0.0
