, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r
0,0,0.0,0.98,1,0.0,0.0,0.14,0.0,1.34,1.51,0.5,1.2,2.1,1.56,0.27,0.41,0.0,0.27,0.0,0.0,0.0
1,0,0.027999999999999997,0.88,1,0.28,0.0,0.05,0.13,1.01,0.68,0.19,1.12,2.19,1.13,0.09,0.14,0.0,0.16,0.05,0.13,0.27
2,0,0.055999999999999994,0.88,1,0.54,0.0,0.0,0.17,0.79,0.28,0.03,1.16,2.27,1.16,0.0,0.0,0.04,0.06,0.16,0.31,0.35
3,0,0.084,0.88,1,0.75,0.0,0.0,0.26,0.64,0.35,0.0,1.28,2.38,1.4,0.0,0.0,0.07,0.0,0.29,0.38,0.42
4,0,0.11199999999999999,0.88,1,0.53,0.0,0.0,0.13,0.68,0.35,0.0,1.29,2.37,1.56,0.0,0.0,0.23,0.0,0.28,0.4,0.42
5,0,0.14,0.88,1,0.27,0.0,0.0,0.09,0.75,0.24,0.0,1.26,2.41,1.45,0.0,0.17,0.23,0.0,0.21,0.3,0.59
6,0,0.168,0.88,1,0.09,0.02,0.17,0.0,0.91,0.28,0.0,1.17,2.39,1.55,0.0,0.29,0.2,0.0,0.05,0.24,0.69
7,0,0.196,0.88,1,0.04,0.02,0.38,0.0,1.11,0.74,0.0,1.1,2.4,1.57,0.0,0.46,0.04,0.02,0.03,0.13,0.46
8,0,0.22399999999999998,0.88,1,0.04,0.02,0.59,0.0,1.26,1.14,0.0,1.02,2.37,1.63,0.0,0.4,0.0,0.04,0.0,0.05,0.21
9,0,0.252,0.88,1,0.0,0.0,0.58,0.0,1.31,1.34,0.0,1.05,2.37,1.57,0.03,0.35,0.0,0.04,0.07,0.0,0.0
10,0,0.28,0.98,1,0.0,0.0,0.51,0.0,1.37,1.46,0.0,1.1,2.34,1.52,0.07,0.23,0.03,0.02,0.14,0.0,0.0
11,0,0.308,0.98,1,0.0,0.0,0.47,0.0,1.41,1.7,0.0,1.16,2.33,1.51,0.13,0.26,0.03,0.0,0.19,0.01,0.0
12,0,0.336,0.98,1,0.04,0.0,0.52,0.0,1.41,1.79,0.0,1.29,2.32,1.55,0.17,0.3,0.04,0.0,0.18,0.01,0.0
13,0,0.364,0.98,1,0.06,0.0,0.6,0.0,1.4,1.78,0.0,1.38,2.35,1.55,0.24,0.45,0.02,0.0,0.17,0.01,0.0
14,0,0.392,0.98,1,0.06,0.09,0.64,0.0,1.43,1.72,0.0,1.46,2.36,1.56,0.17,0.37,0.02,0.0,0.24,0.04,0.0
15,0,0.42,0.98,1,0.02,0.09,0.6,0.0,1.4,1.44,0.0,1.42,2.39,1.47,0.1,0.33,0.01,0.0,0.3,0.04,0.0
16,0,0.44799999999999995,0.88,1,0.04,0.18,0.66,0.0,1.27,1.19,0.0,1.38,2.39,1.53,0.04,0.45,0.0,0.0,0.33,0.29,0.09
17,0,0.47600000000000003,0.98,1,0.09,0.21,0.75,0.0,1.13,1.02,0.0,1.39,2.38,1.55,0.07,0.78,0.0,0.0,0.23,0.41,0.09
18,0,0.505,0.98,1,0.1,0.25,0.84,0.0,1.04,1.09,0.0,1.46,2.35,1.59,0.14,1.07,0.0,0.04,0.1,0.57,0.09
19,0,0.5329999999999999,0.98,1,0.05,0.15,0.58,0.0,1.03,1.09,0.04,1.54,2.32,1.45,0.11,1.14,0.01,0.16,0.02,0.48,0.0
20,0,0.561,0.98,1,0.0,0.04,0.28,0.03,1.04,0.92,0.1,1.46,2.31,1.31,0.08,1.07,0.01,0.28,0.0,0.43,0.0
21,0,0.589,0.93,1,0.0,0.0,0.03,0.03,1.15,0.79,0.27,1.3,2.3,1.08,0.0,0.77,0.01,0.31,0.06,0.4,0.2
22,0,0.617,0.93,1,0.0,0.0,0.02,0.0,1.36,0.71,0.52,1.08,2.37,0.78,0.0,0.21,0.0,0.21,0.17,0.38,0.59
