, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r
0,0,0.0,0.98,1,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.86,0.94,0.0,0.0,0.52,0.27,0.0
1,0,0.022000000000000002,0.98,1,0.0,0.0,0.58,0.0,0.01,0.03,0.0,0.34,0.0,0.0,0.93,0.92,0.0,0.02,0.33,0.29,0.0
2,0,0.044000000000000004,0.98,1,0.0,0.0,0.58,0.0,0.01,0.03,0.0,0.34,0.0,0.0,0.99,0.93,0.0,0.03,0.2,0.28,0.0
3,0,0.066,0.98,1,0.0,0.0,0.55,0.0,0.01,0.03,0.0,0.34,0.0,0.0,0.98,0.76,0.02,0.03,0.23,0.13,0.0
4,0,0.08800000000000001,0.98,1,0.04,0.0,0.52,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.94,0.61,0.02,0.01,0.27,0.08,0.01
5,0,0.11,0.98,1,0.11,0.0,0.52,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.91,0.43,0.02,0.0,0.36,0.0,0.05
6,0,0.132,0.98,1,0.19,0.0,0.44,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.88,0.45,0.0,0.0,0.24,0.0,0.12
7,0,0.154,0.98,1,0.2,0.0,0.47,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.95,0.48,0.02,0.0,0.14,0.0,0.26
8,0,0.17600000000000002,0.88,1,0.37,0.0,0.4,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.87,0.47,0.16,0.0,0.06,0.0,0.5
9,0,0.198,0.93,1,0.52,0.0,0.5,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.81,0.48,0.4,0.0,0.17,0.0,0.65
10,0,0.22,0.93,1,0.72,0.0,0.57,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.66,0.49,0.64,0.0,0.3,0.0,0.73
11,0,0.242,0.93,1,0.8,0.0,0.77,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.55,0.5,0.78,0.0,0.39,0.0,0.67
12,0,0.264,0.93,1,0.81,0.0,0.93,0.0,0.0,0.0,0.0,0.34,0.0,0.01,0.39,0.47,0.84,0.0,0.46,0.05,0.67
13,0,0.28600000000000003,0.93,1,0.8,0.0,0.82,0.0,0.0,0.0,0.0,0.16,0.0,0.01,0.22,0.41,0.91,0.0,0.51,0.05,0.47
