, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r
0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0.027000000000000003,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,0.054000000000000006,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0,0.081,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0,0.10800000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0,0.135,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0,0.162,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0,0.18899999999999997,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0,0.217,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0,0.244,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0,0.271,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0,0.298,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.48,0.0,0.22,0.0,0.08,0.0
12,0,0.325,0.98,1,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.18,0.1,0.89,0.02,0.39,0.0,0.08,0.0
13,0,0.35200000000000004,0.98,1,0.04,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.26,0.17,1.27,0.1,0.54,0.0,0.08,0.0
14,0,0.379,0.98,1,0.04,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.21,0.24,1.12,0.11,0.46,0.0,0.0,0.0
15,0,0.406,0.98,1,0.06,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.26,0.89,0.16,0.36,0.0,0.0,0.0
16,0,0.433,0.98,1,0.05,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.29,0.67,0.1,0.28,0.0,0.0,0.0
17,0,0.46,0.98,1,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.39,0.52,0.24,0.27,0.0,0.0,0.0
18,0,0.48700000000000004,0.98,1,0.18,0.13,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.25,0.49,0.53,0.3,0.32,0.04,0.0,0.07
19,0,0.514,0.98,1,0.25,0.08,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.23,0.64,0.53,0.42,0.37,0.05,0.0,0.08
20,0,0.541,0.98,1,0.39,0.08,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.16,0.8,0.59,0.32,0.35,0.17,0.0,0.08
21,0,0.568,0.98,1,0.41,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.82,0.65,0.29,0.35,0.25,0.02,0.04
22,0,0.596,0.98,1,0.47,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.69,0.64,0.17,0.32,0.3,0.02,0.09
23,0,0.623,0.98,1,0.47,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.43,0.52,0.13,0.22,0.25,0.15,0.09
24,0,0.65,0.98,1,0.51,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.26,0.34,0.03,0.1,0.21,0.14,0.05
25,0,0.677,0.98,1,0.47,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.14,0.19,0.0,0.01,0.18,0.16,0.0
26,0,0.7040000000000001,0.98,1,0.36,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.2,0.07,0.0,0.0,0.11,0.07,0.0
27,0,0.731,0.98,1,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.04,0.12,0.0
28,0,0.758,0.98,1,0.15,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.1,0.0
29,0,0.785,0.98,1,0.15,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.05,0.0
30,0,0.812,0.98,1,0.16,0.0,0.0,0.08,0.0,0.0,0.02,0.0,0.0,0.0,0.42,0.12,0.0,0.0,0.0,0.17,0.0
31,0,0.8390000000000001,0.93,1,0.08,0.0,0.0,0.07,0.0,0.0,0.07,0.0,0.0,0.04,0.18,0.23,0.02,0.0,0.25,0.49,0.03
32,0,0.866,0.98,1,0.01,0.0,0.0,0.13,0.0,0.0,0.08,0.0,0.0,0.04,0.0,0.28,0.02,0.0,0.44,0.73,0.03
33,0,0.893,0.98,1,0.0,0.0,0.0,0.09,0.0,0.0,0.06,0.0,0.0,0.09,0.0,0.25,0.02,0.0,0.66,0.78,0.03
34,0,0.92,0.98,1,0.0,0.0,0.0,0.07,0.0,0.0,0.01,0.0,0.0,0.14,0.0,0.22,0.0,0.0,0.64,0.71,0.01
35,0,0.9470000000000001,0.98,1,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.26,0.0,0.0,0.72,0.6,0.05
36,0,0.975,0.98,1,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.29,0.0,0.0,0.76,0.58,0.08
